ID,Label,Gloss
B704,bagot,pohon aren; enau; bagot ni posoposo: buah dada atau tetek ibu; payudara wanita (halus); mata ni bagot: mayang enau bakal sumber tuak; p.b.: bagot ni tonggi; bagot sibalbalon; paet na jolo i; ba tu tonggina ma tu joloan on: pohon enau yang manis; bakal penyadapan tuak; bersakit-sakit dulu; bertambah manis kemudian; p.b.: tinaba bagot rap dohot pangkona; didok pe hatami; sai adong do bahenonku alona: ditebang enau bersama batangnya; apapun anda katakan; ada padaku jawabnya; keras kepala; bandel; bagot ni horbo: susu kerbau; bagot ni ruma: ornamen alas dinding ruma batak berupa empat buah payudara wanita perlambang kesejenisahteraan dan pengayoman.
B705,bagot (susu),tarus
B706,bagot; susu,susu; payudara
B707,bagudung,tikus; anak ni bagudung: anak tikus; cacian; nama bagi pelanggar sumpah; atau yang bersumpah palsu.
B708,bagulan,bagulan=bolon.
B709,bagur,bagur; sibagur: katak yang besar.
B710,bagure,sejenis pohon kayu; sibagure tano: perdu yang keras kayunya; daunnya sering dibuat jadi sapu halaman.
B711,bagus,bagus; elok.
B712,baha,(diwarisi?) sifat; watak; perangai; i nama bahangku: itulah sifat saya; bahana do i: sifatnya demikian; kepribadiannya demikian.
B713,bahal,gerbang kampung; bahal batu: sebuah nama desa antara silindung dan toba; jomba bahal: upeti penduduk buat pemenang perang agar desa mereka tidak akan dihancurkan.
B714,bahal; harbahal,lahan bagian depan perkampungan ditanami pepohonan
B715,bahalbahal,bahalbahal; bahalbahalon: luka karena sering digosok; contoh: hidung diwaktu flu.
B716,bahat,banyak (angk).
B717,bahe,batu-batu kecil yang dipakai anak-anak untuk bermain-main; parsibahean: tempat anak-anak bermain; sibahe: batu.
B718,bahen,bahen; mambahen: membuat; membikin; memperlakukan; bahen: untuk; bahen aha ? untuk apa? dialap bosi do bahen rabi: ia mengambil besi buat parang; pambahen: pembuat; pambahenan: perbuatan; bahenbahenan: ramuan; ulah; pekerjaan contoh: ajiajian; bahen: baik; beres (yang dikerjakan); buatlah; dipambahen: dibuat bermacam-macam; aha bahenonku: aku mau bikin apa? beha bahenon: apa boleh buat? tarbahen: bisa; mungkin; ndang tarbahen: tak bisa; tak mungkin; ala ni aha umbahen? apa sebabnya maka? karena apa hingga? dia alana umbahen mate ibana: apa sebabnya dia meninggal? umbahen na mulak ahu; on do: sebabnya maka saya pulang; inilah; dia umbahen manjua ho? kenapa maka kau menapik? dibahen: dibuat; dikarenakan; disebabkan; talu ibana dibahen otona: kalah dia karena bodohnya; dibahen hatam umbahen mago hami: karena omonganmu kami hancur; bahenon ni=dibahen: tetapi dibahen menunjukkan suatu peristiwa yang sudah terjadi dan bahenon ni menunjukkan sebab; yang akibatnya masih dinanti; contoh: sega ma hauma binahen ni ari logo: sawah akan musnah karena kemarau; dibahen i: disebabkan itu; oleh sebab itu; karena; dibahen i ma: itulah sebabnya; maka itu; dibahen i do; umbahen: oleh karena itulah; dari sebab itulah; bahenon ni aha? oleh apa; dibuat apa? disebabkan apa?; bahenonmu: akan kau buat; olehmu; bahenonta: oleh kita; akan kita perbuat; d.l.l.; sibahen na jahat; sibahen na so uhum: pelaku jahat; pelanggar hukum; sibahen na malum: yang membuat sembuh; obat; sibahen na horas: apa yang membuat kuat; juga: yang membuat mabuk; sibahen dame: pembawa damai; pendamai. bahir: terpisah letaknya; tengah; tepi; sambahir: setengah; bahir: pada satu sisi; bahir rohana: kelakuannya tidak seperti biasa contoh pada kesedihan; marbahir: pergi kesisi lain; mengasingkan diri; anak bahir: ada ketidakberesannya; cacat; timpang.
B719,bahen; baen,bikin; buatkan
B720,baho,baho; i. marbaho: mengambil kapur barus. ii. baho: sejenis pohon kayu.
B721,bahon,bahon; mamahoni: membalas; membayar; mamahoni utang: melunasi hutang dengan bekerja rendah pada yang berpiutang; manjalo pamahoni: menerima kerja untuk mengganti hutang si pekerja.
B722,bahota,bahota; tondi sibahota: lihat: tondi.
B723,bahudung,bahudung; marbahudung: menarik diri ke hutan dan tinggal sendirian melawan musuh; bila ia mati dalam perlawanan itu orang tidak akan memperdulikannya dan tidak diadakan pembalasan; parbahudungan: tempat dalam hutan dimana orang seperti itu berdiam.
B724,bahue,bahue; sibahue: sejenis burung hutan.
B725,bahul,bakul besar dari jerami untuk menyimpan beras atau padi; raja marbahulbahul na bolon: sikap raja; murah hati; pendengar yang baik; penuh timbang rasa dan berbudi luhur; bahulbahulhon ma i tu roham: camkanlah dalam hatimu; perhatikanlah itu.
B726,bahul-bahul,lumbung padi
B727,bahung,sejenis pohon kecil.
B728,bahut,ikan lele (kecil dan enak). ii. bahutbahuton: menderita penyakit kelenjar yang bengkak; penyakit beguk; diobati dengan sibahut; sibahuton hata dibahen ho: terganggu pembicaraan gara-gara kau.
B729,bai,ya itulah
B730,baion,sejenis pandan yang dipakai untuk menganyam tikar dan bakul.
B731,bais,tak peduli sopan santun
B732,bait,baik; cocok.
B733,baja,sejenis pohon yang getahnya menjadi bahan penghitam gigi; marbaja: memakai baja; mamajamajahon: mengoleskan (seperti baja) contoh: gambiri pada luka; bajahon tu roham: camkanlah itu dalam hatimu; lan bajabaja ni rohana: dia adalah penuh dengan akal muslihat:at; suhut situtung baja: orang yang memulai bertengkar dan menjadi pokok pertengkaran itu; sibaja ihur: orang yang kalah dalam persengketaan; bila dua orang berselisih; maka orang yang kalah itu disebut harus melapukan baja dalam pantatnya.
B734,bajak,bajak=batak; sibajak parbinotoan: pengumpul ilmu yang rajin; seseorang yang karena kerajinannya cepat dapat memperoleh banyak pengetahuan.
B735,bajan,bagan; rancangan; juga goresan; bekas pola asli yang masih dapat camping; runtuhan kampung.
B736,bajang,bajang; anak bajang: anak yang lahir cacad; anak keguguran; juga sebagai kata cacian; aek bajang: air tuban-tuban.
B737,bajar,masih remaja; muda mengenai manusia dan binatang.
B738,bajarbajar,abg (anak baru gede)
B739,bajaure,sejenis tumbuh-tumbuhan yang menyerupai simaremeeme: yang ditaruh dalam bubu sebagai pemikat bagi ikan.
B740,baji,baji; bajibaji: baji (untuk memelah kayu); mamaji: membaji; sibaji hau tindang; sibola aek sasunge: yang membaji pohon tidak rebah dan yang membagi air sungai; yaitu orang yang mengadakan pecah belah antara orang-orang yang bersatu; pemecah belah.
B741,bajik,pertanda baik (dipakai dalam pustaha).
B742,bajiri,tikus kecil.
B743,bajo,bajo; marbajo: mengintip orang; pergi untuk menyamun orang; mamajo: menyerang orang; bajoan: tempat penyamun bersembunyi; parbajo: penyamun orang; perampok; mamajo hata ni si anu: mengamat-amati perkataan seseorang.
B744,bajogit,bajogit; bajogiton: terkejut; merinding ketakutan.
B745,bajora,sejenis tanaman berduri; serta buahnya yang pahit yang menghasilkan getah seperti baja. ii. bajoraon: sangat terkejut.
B746,baju,baju; baju luar; bajubaju: = idem; baju partahanan: baju yang disalut dengan potongan-potongan besi; baju pamodil: baju yang dicat merah dengan dapdap yang dikenakan orang yang menembak di horja; baju ulubalang: kain panjang dari abit hasumba yang dikenakan oleh para pahlawan; baju udan: mantel hujan; anak baju: kemeja; marbaju: berpakaian; berbusana; dikatakan tentang perempuan yang belum melahirkan; karena selama itu mereka menutup teteknya; bila mereka telah mempunyai anak; mereka membuka baju itu karena lebih gampang menyusui anaknya; na marbaju: perawan; gadis; remaja; nunga tanggal bajubajuna: ia telah menanggalkan bajunya; yakni ia telah mendapat anak; itu juga dikatakan tentang binatang contoh ayam; mamajui: mengawinkan satu pasangan dengan lilitkan mereka bersama dengan sehelai kain; di angkola mempelai perempuan menerima baju yang dihias dengan mutiara; ari pamajuion: hari pernikahan; juhut ungkapan bajubaju: daging bagian dada hewan; bajubaju ni linta: tumbuhan rawa yang daunnya terapung-apung di atas air.
B747,bajur,baik; teliti; cermat; rapi mengenai pekerjaan.
B748,bajut,bajut=hajut: tas.
B749,bak,gampang dibelah; mudah belahan.
B750,bakbak,bakbak; mabakbak: terkelupas; mengalir (tentang air mata); mambakbak: melepas; mengelupas (kulit kayu); sambakbak ulumanis: sebungkus kulit manis; sebanyak sekali mengambilnya.
B751,bal,bola
B752,bal,bola kaki
B753,bala,sekutu dalam perang; mamala: kawan-kawan yang diundang untuk perang dan memberi makanan kepada mereka (marhara); bala toba: penyakit menular yang berasal dari toba; kolera; balajau: penyakit yang berasal dari kejauhan; jambala tua (= longit); potongan daging yang dikirim kepada musuh sebagai pernyataan perang; pajongjong jambala tua: pernyataan perang. ii. sibala: sejenis pohon hutan yang lembut; tidak cocok menjadi bahan bangunan.
B754,balage,pertikaian; perbantahan; marbalage: bertengkar; tidak sependapat; masibalagean: tidak cocok satu sama lain; saling menyindir; bertengkar; saling berbeda pendapat.
B755,balak,kotoran pada kulup penis.
B756,balak-balak,kotoran kemaluan pria
B757,balang,ali-ali; ketapel ayun = ambalangan; ulubalang: ahli bidik dengan ali-ali; pendekar. ii. tidak mengena sasarannya; balang do danggurmu; balang do reongmu: lemparanmu tidak mengenai; lontaranmu tak kena.
B758,balanga,belanga; kuali dari besi; balanga saruam: sejenis kuali yang besar.
B759,balanja,tabung bambu yang bercorot dan memakai tutup.
B760,balanjo,bekal yang dibawa di perjalanan; pangan; persediaan pangan; balanja (mungkin dari lanja=bohal ni parlanja); juga: upah; gaji.
B761,balatuk,tangga; balatuk tunggal: sebatang kayu yang ditakik-takik hingga bisa dipakai sebagai tangga; santi balatuk: semua laki-laki bertanggungjawab untuk turut bertempur dalam perang (balatuk disini sebagai pars pro toto untuk seluruh rumah) pengaman tangga; penanggungjawab keamanan; balatuk sidean parnaehan: tangga yang mempunyai banyak anak tangganya; nama tangga rumah dalam doa-doa yang beralamat.
B762,balau,biru; mamalaui: membelau cucian; membirukan.
B763,balbal,pentung; kayu pemukul; belantan; gimbal; pukul dengan gada; banting; mambalbal: membanting; memukul; contoh bagot yang harus dipukul lama sebelum tuak keluar; mambalbali: membantingi orang; memukul.
B764,bale,takaran; = 1/4 solup (= tangkar); mamalai: menjual padi dengan bale; maka: dalam jumlah kecil. ii. balai; pondok kecil; bale ni na mate: rumah mayat yang kecil di atas kuburan; bale ganjang: tempat bermalam; balebale: gubuk-gubuk; pondok; teratak; dangau.
B765,baledang,nama sejenis ikan laut.
B766,balemun,harimau yang besar.
B767,balerong,belerong.
B768,balga,besar; gemuk; kuat; lam tu balgana: semakin besar; balga hatana: omong besar; membual; pembicaraan kasar dan menyakitkan hati; marsibalga; marnabalga: tidak sama besarnya; berbeda besar; habalgaon: besarnya; pabalgahon: memperbesar; memperluas; na balga: orang yang berkuasa; pembesar; balgana i: betapa besar.
B769,balga (besar),bolon; baltuk
B770,balgana nasa on,besanya sedemikian ini
B771,balgang,balgang; mamolgang: memasak daging atau ikan tanpa garam.
B772,balge,balge=balga: besar.
B773,balging,i. sambalging: sekerat; sepotong. ii. tidur tanpa selimut atau pakaian; telanjang.
B774,balguk,balguk; na balguhan=na balga.bali: diusir; dikeluarkan dari kumpulan; dikucilkan; menyeberang; menular (penyakit); sahit na olo bali: penyakit yang menular; parbali: penjangkit; pabalihon: mengusir; mengeluarkan; membuang; marbalibali: bersifat menular (ten- tang penyakit); habalian ni huahua: tempat pembuangan kuah; tumpuan ampas; orang yang selalu dituduh.
B775,balguk; baltuk,agak besar
B776,bali,usir; pabali: mengusir
B777,balian,(berhubungan dengan bali) bagian luar; luar kampung; di balian: di sawah; di balian ni: di luar; tu balian: ke sawah; ladang; parbalian: laki-laki (suami) yang bekerja di luar (baliknya isteri yang disebut pardibagas; pardi-huta); bagian luar; parbalian:laki-laki yang bekerja di sawah atau ladang; dung salpu parbalian: bila para lelaki telah meninggalkan kampung.
B778,baliang,sejenis tumbuhan merambat.
B779,baliga,sisir pada perkakas tenun.
B780,balige,balige; (= baliga?); nama kota pinggir selatan danau toba.
B781,balik,terbalik; terputar; sisi sebelah; lain dari yang sebenarnya; salah; keliru; pabalik: memutar balikkan (contoh kata-kata); p.b.: molo sipabalik tano; dodak lompanna; molo sipabalik hata juhut lompanna: pengolah tanah; berlauk dedak; pengolah kata; berlauk daging; marbalik: berpaling; memutar; murtad; marbalian mata: berputar-putar mengenai mata; sibalik mata: yang suka menipu; memperdaya seperti tukang sunglap; sibalik bija=sibalik mata: juga sejenis parsili yang membuat penyakit berbalik; sibalik hunik: merah fajar; langit yang menguning di waktu pagi; balik buhu: unit perapian dapur yang terbuat dari kayu; marsibalik: mendelik (mata); baliksa; baliksa apala: apalagi; justru sebaliknya; malahan; di balik ni i: kecuali; sebaliknya; di balik ni pintu: di belakang pintu; pamalik: tengkulak; pedagang perantara; balikbalik: lapis jerami atau daun pisang untuk membagi daging; mamalikmalik; (dibalibalik); mengikat tangan orang di punggungnya; balikbalik angin: pohon yang daunnya putih-putih sebelah bawah dan nampak bila ditiup angin; balikbalik anduri: sejenis permainan pada mana belakang anak-anak satu sama lain mengenai dan tangan mereka saling berpegangan sehingga mereka terombang-ambing ke atas ke bawah; lihat: juga: anduri; balik: pisau dua mata; balik rohana: berobah sikap; berobah pendapat; dikatakan tentang seorang gadis yang berobah sikap terhadap seorang pemuda; balik tahe; (balik); malah sebaliknya; balik....balik: baik...; maupun (angk) : barik.... barik); habalian; baliknya; lainnya; lawannya.
B782,baliksa,malahan sebaliknya
B783,baliksu; tarbaliksu,terkilir
B784,balimbingan,motor bis yang kecil.
B785,baling,baling; berputar; serong karena angin; mamalingi: membengkokkan; marbalingan: berputar tentang benda-benda; baling: tang pembaling mata gergaji; balingbaling: baling-baling; contoh alat mengusir burung dari sawah; marbalingbaling: senantiasa berputar-putar.
B786,balingbing,belimbing; balingbing hau: sejenis pohon tamarinde; balingbing andor: sejenis kacang tanah.
B787,balingkas,balingkas; mamalingkas: memeriksa semua dengan tangan; mengacau-balaukan.
B788,balingkuhu,tungku dari kayu sebagai pengganti batu.
B789,balingsu,balingsu; tarbalingsu (dari baling?); terkilir; keseleo; terpelecok (tentang tangan dan kaki)
B790,balintang,kayu pengikat pagar yang dipasang melintang.
B791,balintang baliitang,perkakas tenun
B792,balisa,gelisah; tidak tenang; balisaon mata: mata tidak mau tidur.
B793,baliung,beliung; habahaba sipoting baliung: pusaran angin (dari baling).
B794,ballong,lambat; perlahan sewaktu berjalan dan dalam perbuatan.
B795,balo,balo; balo roha: senang; pabalo roha; (= paombun) menyenangkan orang; membuat hati senang dengan mendengarkan orang; dipabalo; memberi reaksi atas obat yang dimakan.
B796,balobas,tongkat berbentuk belebas yang dipakai sewaktu bertenun; belebas; balobas ni hata atau ulaon); pokok utama.
B797,balobat,sejenis ulos.
B798,balobung,balobung; dalan balobung: jalan besar dan lempang (mungkin ada hubungan dengan lobung: lempang; terbuka; dimana musuh tidak ditakuti).
B799,balobung; balubu,pintu gerbang
B800,balok,parit yang menandakan batas; batas; watas; marbalokhon: berwataskan; parbalohan: perbatasan; hotang pamalok: seutas rotan dengan mana orang menarik garis lurus di ladang untuk membuat parit-parit kecil antara batang-batang padi; hombar balok: tetangga terdekat; yang berbatasan langsung; paorot balok: menggeser patok batas; balokbalok: uang atau cincin dari pasien kepada datu agar penyakit itu tidak menular pada dukun; hau balok: pembidangan dari balok-balok besar di atas mana rumah dibangun (angk)
B801,balom, getah pohon meang.
B802,balontung,bunga api yang berpui-pui di atas api.
B803,balope,daun pisang yang dipakai sebagai pembungkus sigaret. balos; mamalos; mamaloshon (tu); membalas; membalaskan; marbalos: berbalas; mendapat balasan; mamalos surat: membalas surat; pamalosan: pembalasan; balos ni: balasan; akibat dari (baik hal yang baik maupun hal yang jahat); uhum na roa balos ni uhum na denggan: budi dibalas jahil.
B804,balos,balas
B805,balsak,balsak; marbalsakbalsak: memercik mengenai darah.
B806,baltang,ulat-ulat lalat yang terdapat di luka-luka.
B807,baltuk,baltuk; na baltuhan: besar (hanya di toba). balu; i. mabalu: dalam keadaan janda; duda; na mabalu: janda; duda; manghabaluhon: balu dari mendiang si....; na hinabaluhon ni si b: janda/duda mendiang si b; sai huhabaluhon ma ho: cacian di antara suami-isteri; bagusan kau duluan mati. ii. ronggur balu: petir dahsyat.
B808,baluam,sejenis pundi-pundi tempat uang.
B809,baluang,ikat pinggang dengan kantongan uang diselipkan.
B810,baluangja,rantai kecil pengikat tangan.
B811,balubu,pintu gerbang kampung
B812,balun,balun; mamalun: gulung; menggulung (tikar); balunan ni abit=balunan: simpul yang mengikat pakaian; dalam simpul ini disimpan segala sesuatu; paramak so balunon: seorang yang kaya yang sering kali menerima tamu sehingga tikar untuk tamu tidak pernah digulung.
B813,balungbalung,penyakit pada perkencingan anak-anak; balungbalungon: menderita penyakit balungbalung.
